CodigoMateria,Autor,DataApresentacao,Subtemas,EmentaMateria,docs,docs_lemed,docs_clean,doc_id,topic,label_proposto_e1,review_reclass,interpretacao_LDA
111918,Senador Paulo Paim (PT/RS),2013-03-27,Crimes e Infrações Ambientais,"
Altera a Lei nº 9.605, de 12 de fevereiro, de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências.","
altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  da outras providencias",alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente NA de o outro providencia,   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente de o ,36,3,Crimes e Infrações Ambientais,,
131907,Senador Sérgio de Castro (PDT/ES),2017-12-12,Crimes e Infrações Ambientais,"Altera os arts. 66, 67, 68 e 69-A da Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.",altera  arts       lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente,alterar arts lar n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente, lar   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente,160,3,Crimes e Infrações Ambientais,,
103741,Senador Rodrigo Rollemberg (PSB/DF),2011-12-13,Meio Ambiente,Altera os arts. 18 e 75 da Lei de Crimes Ambientais para elevar os limites das multas penal e administrativa.,altera  arts     lei  crimes ambientais  elevar  limites  multas penal  administrativa,alterar arts lar crime ambiental elevar limite multo penal administrativo, lar crime ambiental elevar limite multo penal administrativo,4,3,Crimes e Infrações Ambientais,,
100082,Senador Eduardo Braga (MDB/AM),2011-05-03,Meio Ambiente,"Institui o sistema nacional de redução de emissões por desmatamento e degradação, conservação, manejo florestal sustentável, manutenção e aumento dos estoques de carbono florestal (REDD+), e dá outras providências.
","institui  sistema nacional  reducao  emissoes  desmatamento  degradacao conservacao manejo florestal sustentavel manutencao  aumento  estoques  carbono florestal redd+  da outras providencias
",instituir sistema nacional reducao emissoe desmatamento degradacao conservacao manejo florestal sustentavel manutencao aumento estoque carbono florestal redd+ NA de o outro providencia, sistema nacional reducao emissoe desmatamento degradacao conservacao manejo florestal sustentavel manutencao aumento estoque carbono florestal redd+ de o ,14,3,Crimes e Infrações Ambientais,Conservação da Natureza e Florestas,
120655,Senador Alvaro Dias (PSDB/PR),2015-04-13,Meio Ambiente,"Modifica o Código 20 do Anexo VIII da Lei nº 6.938, de 31 de agosto de 1981, acrescido pela Lei nº 10.165, de 27 de dezembro de 2000, para excluir a silvicultura do rol de atividades potencialmente poluidoras e utilizadoras de recursos ambientais.",modifica  codigo   anexo viii  lei n      agosto   acrescido  lei n      dezembro    excluir  silvicultura  rol  atividades potencialmente poluidoras  utilizadoras  recursos ambientais,modificar codigo anexo viiir lei n agosto acrescer lei n dezembro excluir silvicultura rol atividade potencialmente poluidor utilizador recurso ambiental,modificar codigo anexo viiir  acrescer  excluir silvicultura rol atividade potencialmente poluidor utilizador recurso ambiental,79,3,Crimes e Infrações Ambientais,Conservação da Natureza e Florestas,
124508,Senadora Marta Suplicy (MDB/SP),2015-12-17,Meio Ambiente,"Altera as Leis nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, e nº 7.347, de 24 de julho de 1985, que disciplina a ação civil pública de responsabilidade por danos causados ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico turístico e paisagístico, e dá outras providências, para definir dano ambiental e estabelecer a necessidade de indenização quanto aos impactos econômicos dele decorrentes.",altera  leis n      agosto    dispoe sobre  politica nacional  meio ambiente  fins  mecanismos  formulacao  aplicacao  da outras providencias  n      julho    disciplina  acao civil publica  responsabilidade  danos causados  meio ambiente  consumidor  bens  direitos  valor artistico estetico historico turistico  paisagistico  da outras providencias  definir dano ambiental  estabelecer  necessidade  indenizacao quanto  impactos economicos  decorrentes,alterar lei n agosto dispoar sobre politica nacional meio ambiente fim mecanisr formulacao aplicacao NA de o outro providencia n julho disciplinar acao civil publico responsabilidade dano causar meio ambiente consumidor bem direito valor artistico estetico historico turistico paisagistico NA de o outro providencia definir dano ambiental estabelecer necessidade indenizacao quanto impacto economico decorrente,   politica nacional meio ambiente fim mecanisr formulacao aplicacao de o   disciplinar acao civil publico responsabilidade dano causar meio ambiente consumidor bem direito valor artistico estetico historico turistico paisagistico de o  definir dano ambiental necessidade indenizacao quanto impacto economico decorrente,91,3,Crimes e Infrações Ambientais,,
119619,Senador Humberto Costa (PT/PE),2015-02-04,Meio Ambiente,"Altera a Lei nº 9.433, de 8 de janeiro de 1997, (Política Nacional de Recursos Hídricos) e a Lei nº 11.445, de 5 de janeiro de 2007 (Lei de Saneamento Básico) para promover o uso de fontes alternativas de abastecimento de água.",altera  lei n      janeiro   politica nacional  recursos hidricos   lei n      janeiro   lei  saneamento basico  promover  uso  fontes alternativas  abastecimento  agua,alterar lei n janeiro politico nacional recurso hidrico lar n janeiro lar saneamento basico promover uso fonte alternativa abastecimento aguar,  politico nacional recurso hidrico lar  lar saneamento basico promover uso fonte alternativa abastecimento aguar,92,3,Crimes e Infrações Ambientais,Recursos Hídricos,
123276,Senador Marcelo Crivella (REPUBLICANOS/RJ),2015-09-23,Meio Ambiente,"Institui o Estatuto dos Animais e altera a redação do art. 32 da Lei no 9.605, de 12 de fevereiro de 1998.",institui  estatuto  animais  altera  redacao  art   lei      fevereiro  ,instituir estatuto animal alterar redacao art lar fevereiro, estatuto animal redacao lar ,95,3,Crimes e Infrações Ambientais,Proteção aos Animais,
123558,Senador Wellington Fagundes (PL/MT),2015-10-07,Meio Ambiente,"Institui o Estatuto dos Animais, altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências.",institui  estatuto  animais altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  da outras providencias,instituir estatuto animal alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente NA de o outro providencia, estatuto animal    sancoe penal administrativo derivar conduta atividade lesivo meio ambiente de o ,97,3,Crimes e Infrações Ambientais,Proteção aos Animais,
120777,Senador Fernando Bezerra Coelho (PSB/PE),2015-04-16,Meio Ambiente,"Altera a Lei nº 7.661, de 16 de maio de 1988, para incluir como diretriz do Plano Nacional de Gerenciamento Costeiro o controle da erosão marítima e fluvial.",altera  lei n      maio    incluir  diretriz  plano nacional  gerenciamento costeiro  controle  erosao maritima  fluvial,alterar lei n maio incluir diretriz plano nacional gerenciamento costeiro controlar erosao maritima fluvial,   diretriz plano nacional gerenciamento costeiro controlar erosao maritima fluvial,102,3,Crimes e Infrações Ambientais,Recursos Hídricos,
123360,Senadora Gleisi Hoffmann (PT/PR),2015-09-29,Meio Ambiente,"Dispõe sobre a proteção e defesa do bem-estar dos animais e cria o Sistema Nacional de Proteção e Defesa do Bem-Estar dos Animais (SINAPRA); o Conselho Nacional de Proteção e Defesa do Bem-Estar dos Animais (CONAPRA); altera a redação do art. 2o da Lei no 7.173, de 14 de dezembro de 1983; altera a redação do art. 32 da Lei no 9.605, de 12 de fevereiro de 1998; acrescenta o § 4º ao art. 1o da Lei n o 11.794, de 8 de outubro de 2008, e revoga a Lei n o 10.519, de 17 de junho de 2002.",dispoe sobre  protecao  defesa  bemestar  animais  cria  sistema nacional  protecao  defesa  bemestar  animais sinapra  conselho nacional  protecao  defesa  bemestar  animais conapra altera  redacao  art   lei      dezembro   altera  redacao  art   lei      fevereiro   acrescenta      art   lei n      outubro    revoga  lei n      junho  ,dispoe sobre protecao defesa bemestar animal criar sistema nacional protecao defesa bemestar animal sinapra conselho nacional protecao defesa bemestar animal conapra altera redacao art lei dezembro alterar redacao art lei fevereiro acrescentar art lei n outubro revogar lei n junho, protecao defesa bemestar animal sistema nacional protecao defesa bemestar animal sinapra conselho nacional protecao defesa bemestar animal conapra altera redacao   redacao     revogar  ,115,3,Crimes e Infrações Ambientais,Proteção aos Animais,
124174,Senador Randolfe Rodrigues (REDE/AP),2015-11-24,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.",altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente,alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente,   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente,119,3,Crimes e Infrações Ambientais,,
124937,Senador Cássio Cunha Lima (PSDB/PB),2016-02-25,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para tornar crime ambiental o derramamento de chorume no solo ou nos recursos hídricos por caminhão de lixo.",altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  da outras providencias  tornar crime ambiental  derramamento  chorume  solo   recursos hidricos  caminhao  lixo,alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente NA de o outro providencia tornar crime ambiental derramamento chorume solo recurso hidrico caminhao lixo,   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente de o  tornar crime ambiental derramamento chorume solo recurso hidrico caminhao lixo,141,3,Crimes e Infrações Ambientais,,
125086,Senador Paulo Paim (PT/RS),2016-03-09,Meio Ambiente,"Altera a redação do art. 71 da Lei nº 9.605, de 12 de fevereiro de 1998, que trata dos prazos do processo administrativo ambiental.",altera  redacao  art   lei n      fevereiro    trata  prazos  processo administrativo ambiental,alterar redacao art lar n fevereiro tratar prazo processo administrativo ambiental, redacao lar  tratar prazo processo administrativo ambiental,143,3,Crimes e Infrações Ambientais,,
124972,Senador Jorge Viana (PT/AC),2016-03-01,Meio Ambiente,"Disciplina o abastecimento de água por fontes alternativas e altera as Leis nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; nº 10.257, de 10 de julho de 2001, que regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana; nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente e nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos.",disciplina  abastecimento  agua  fontes alternativas  altera  leis n      janeiro    estabelece diretrizes nacionais   saneamento basico n      julho    regulamenta  arts     constituicao federal estabelece diretrizes gerais  politica urbana n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  n      janeiro    institui  politica nacional  recursos hidricos,disciplinar abastecimento aguar fonte alternativa alterar lei n janeiro estabelecer diretriz nacional saneamento basico n julho regulamentar arts constituicao federal estabelecer diretriz geral politico urbano n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente n janeiro instituir politico nacional recurso hidrico,disciplinar abastecimento aguar fonte alternativa   diretriz nacional saneamento basico  regulamentar constituicao federal diretriz geral politico urbano   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente  politico nacional recurso hidrico,146,3,Crimes e Infrações Ambientais,Recursos Hídricos,
124805,Senador Wilder Morais (PP/GO),2016-02-17,Meio Ambiente,Dispõe sobre a realização de auditorias ambientais compulsórias nos empreendimentos que desenvolvam atividades efetiva ou potencialmente poluidoras.,dispoe sobre  realizacao  auditorias ambientais compulsorias  empreendimentos  desenvolvam atividades efetiva  potencialmente poluidoras,dispoe sobre realizacao auditorio ambiental compulsorio empreendimento desenvolver atividade efetivo potencialmente poluidora, realizacao auditorio ambiental compulsorio empreendimento desenvolver atividade efetivo potencialmente poluidora,147,3,Crimes e Infrações Ambientais,,
134061,Senador Valdir Raupp (MDB/RO),2018-08-08,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para disciplinar medidas administrativas, procedimentos de destinação de bens aprendidos e sanções administrativas.",altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  da outras providencias  disciplinar medidas administrativas procedimentos  destinacao  bens aprendidos  sancoes administrativas,alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente NA de o outro providencia disciplinar medida administrativo procedimento destinacao bem aprender sancoe administrativa,   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente de o  disciplinar medida administrativo procedimento destinacao bem aprender sancoe administrativa,183,3,Crimes e Infrações Ambientais,,
133890,Senador Gladson Cameli (PP/AC),2018-07-10,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para estabelecer, como medida a ser preferencialmente adotada, a conversão de multa simples em serviços de preservação, melhoria e recuperação da qualidade do meio ambiente nos casos que especifica.",altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  da outras providencias  estabelecer  medida  ser preferencialmente adotada  conversao  multa simples  servicos  preservacao melhoria  recuperacao  qualidade  meio ambiente  casos  especifica,alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente NA de o outro providencia estabelecer medida ser preferencialmente adotar conversao multa simples servico preservacao melhoria recuperacao qualidade meio ambiente caso especificar,   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente de o  medida ser preferencialmente adotar conversao multa simples servico preservacao melhoria recuperacao qualidade meio ambiente caso especificar,188,3,Crimes e Infrações Ambientais,,
134285,Senador Hélio José (PROS/DF),2018-10-09,Meio Ambiente,Define novos limites para a Floresta Nacional de Brasília.,define novos limites   floresta nacional  brasilia,definir novo limite floresto nacional brasilia,definir novo limite floresto nacional brasilia,198,3,Crimes e Infrações Ambientais,Empreendimentos Ambientais e Espaços Urbanos,
134313,Senador Hélio José (PROS/DF),2018-10-16,Meio Ambiente,Define os limites da Floresta Nacional de Brasília.,define  limites  floresta nacional  brasilia,definir limite floresto nacional brasilia,definir limite floresto nacional brasilia,199,3,Crimes e Infrações Ambientais,Empreendimentos Ambientais e Espaços Urbanos,
132144,"Comissão Mista de Desburocratização (ATN nº 3, de 2016 )",2018-02-05,Meio Ambiente,"Dispõe sobre a periodicidade da fiscalização dos estabelecimentos e atividades utilizadores de recursos ambientais, efetiva ou potencialmente poluidores ou capazes, sob qualquer forma, de causar degradação ambiental.",dispoe sobre  periodicidade  fiscalizacao  estabelecimentos  atividades utilizadores  recursos ambientais efetiva  potencialmente poluidores  capazes sob qualquer forma  causar degradacao ambiental,dispoe sobre periodicidade fiscalizacao estabelecimento atividade utilizador recurso ambiental efetivo potencialmente poluidor capaz sob qualquer forma causar degradacao ambiental, periodicidade fiscalizacao estabelecimento atividade utilizador recurso ambiental efetivo potencialmente poluidor capaz sob qualquer forma causar degradacao ambiental,202,3,Crimes e Infrações Ambientais,,
134681,Senador José Medeiros (PODEMOS/MT),2018-11-27,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para estabelecer procedimentos de apreensão, perdimento e destinação de bens utilizados em infrações ambientais e para proibir a destruição de veículos e equipamentos.",altera  lei n      fevereiro    dispoe sobre  sancoes penais  administrativas derivadas  condutas  atividades lesivas  meio ambiente  da outras providencias  estabelecer procedimentos  apreensao perdimento  destinacao  bens utilizados  infracoes ambientais   proibir  destruicao  veiculos  equipamentos,alterar lei n fevereiro dispoar sobre sancoe penal administrativo derivar conduta atividade lesivo meio ambiente NA de o outro providencia estabelecer procedimento apreensao perdimento destinacao bem utilizar infracoe ambiental proibir destruicao veiculo equipamento,   sancoe penal administrativo derivar conduta atividade lesivo meio ambiente de o  procedimento apreensao perdimento destinacao bem utilizar infracoe ambiental destruicao veiculo equipamento,205,3,Crimes e Infrações Ambientais,,
119767,Senador Cássio Cunha Lima (PSDB/PB),2015-02-25,Recursos Hídricos,"Altera as Leis nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes nacionais para o saneamento básico; altera as Leis nº 6.766, de 19 de dezembro de 1979, 8.036, de 11 de maio de 1990, 8.666, de 21 de junho de 1993, 8.987, de 13 de fevereiro de 1995; revoga a Lei nº 6.528, de 11 de maio de 1978; e dá outras providências, e nº 10.257, de 10 de julho de 2001, que regulamenta os arts. 182 e 183 da Constituição Federal, estabelece diretrizes gerais da política urbana e dá outras providências, para instituir normas sobre o abastecimento de água por fontes alternativas.",altera  leis n      janeiro    estabelece diretrizes nacionais   saneamento basico altera  leis n      dezembro       maio       junho       fevereiro   revoga  lei n      maio    da outras providencias  n      julho    regulamenta  arts     constituicao federal estabelece diretrizes gerais  politica urbana  da outras providencias  instituir normas sobre  abastecimento  agua  fontes alternativas,alterar lei n janeiro estabelecer diretriz nacional saneamento basico alterar lei n dezembro maio junho fevereiro revogar lei n maio NA de o outro providencia n julho regulamentar arts constituicao federal estabelecer diretriz geral politico urbana NA de o outro providencia instituir norma sobre abastecimento aguar fonte alternativa,   diretriz nacional saneamento basico    revogar   de o   regulamentar constituicao federal diretriz geral politico urbana de o  norma abastecimento aguar fonte alternativa,129,3,Crimes e Infrações Ambientais,Recursos Hídricos,
103831,Senador Blairo Maggi (PL/MT),2011-12-20,Meio Ambiente,Dispõe sobre a Política de Gestão e Proteção do Bioma Pantanal e dá outras providências.,dispoe sobre  politica  gestao  protecao  bioma pantanal  da outras providencias,dispoe sobre politico gestao protecao bioma pantanal NA de o outro providencia, politico gestao protecao bioma pantanal de o ,7,4,Conservação da Natureza e Florestas,,
106866,Senador Lindbergh Farias (PT/RJ),2012-08-08,Meio Ambiente,"Altera a Lei nº 7.347, de 24 de julho de 1985, para dispor sobre a cumulação dos deveres de reparação do dano ambiental e de indenização, e dá outras providências.",altera  lei n      julho    dispor sobre  cumulacao  deveres  reparacao  dano ambiental   indenizacao  da outras providencias,alterar lei n julho dispor sobre cumulacao dever reparacao dano ambiental indenizacao NA de o outro providencia,   cumulacao dever reparacao dano ambiental indenizacao de o ,21,4,Conservação da Natureza e Florestas,Crimes e Infrações Ambientais,
104955,Senador Ciro Nogueira (PP/PI),2012-04-11,Meio Ambiente,"Institui, em processos licitatórios para exploração de petróleo, gás natural ou outros hidrocarbonetos, a necessidade de incluir disposição que trate de planos de emergência para os casos de vazamento ou derramamento de óleo ou derivados, como requisito de edital, como critério de julgamento de licitação e como condição contratual.",institui  processos licitatorios  exploracao  petroleo gas natural  outros hidrocarbonetos  necessidade  incluir disposicao  trate  planos  emergencia   casos  vazamento  derramamento  oleo  derivados  requisito  edital  criterio  julgamento  licitacao   condicao contratual,instituir processo licitatorio exploracao petroleo go natural outro hidrocarboneto necessidade incluir disposicao trate plano emergenciar caso vazamento derramamento oleo derivar requisito edital criterio julgamento licitacao condicao contratual, processo licitatorio exploracao petroleo go natural hidrocarboneto necessidade disposicao trate plano emergenciar caso vazamento derramamento oleo derivar requisito edital criterio julgamento licitacao condicao contratual,24,4,Conservação da Natureza e Florestas,,
123926,Senador Raimundo Lira (MDB/PB),2015-11-05,Meio Ambiente,"Dispõe sobre diretrizes e instrumentos para o planejamento de ações de responsabilidade socioambiental a serem observadas pela União, Estados, Distrito Federal e Municípios, com o fim de garantir a proteção do meio ambiente e o combate à poluição nas atividades dos órgãos e entidades públicos.",dispoe sobre diretrizes  instrumentos   planejamento  acoes  responsabilidade socioambiental  serem observadas  uniao estados distrito federal  municipios   fim  garantir  protecao  meio ambiente   combate  poluicao  atividades  orgaos  entidades publicos,dispoe sobre diretriz instrumento planejamento acoe responsabilidade socioambiental ser observar uniao estar distrito federal municipio fim garantir protecao meio ambiente combater poluicao atividade orgao entidade publicos, diretriz instrumento planejamento acoe responsabilidade socioambiental ser observar uniao estar distrito federal municipio fim garantir protecao meio ambiente combater poluicao atividade orgao entidade publicos,89,4,Conservação da Natureza e Florestas,,
121398,Senador Davi Alcolumbre (DEM/AP),2015-05-26,Meio Ambiente,Dispõe sobre a obrigatoriedade da instalação de “Terraço Verde” nos locais que especifica e dá outras providências.,dispoe sobre  obrigatoriedade  instalacao  terraco verde  locais  especifica  da outras providencias,dispoe sobre obrigatoriedade instalacao terraco verde locais especifica NA de o outro providencia, obrigatoriedade instalacao terraco verde locais especifica de o ,104,4,Conservação da Natureza e Florestas,Empreendimentos Ambientais e Espaços Urbanos,
123086,Senador Donizeti Nogueira (PT/TO),2015-09-09,Meio Ambiente,"Dispõe sobre a proteção ambiental e a promoção do ecoturismo em Unidades de Conservação através da gestão compartilhada com hotéis-cassino autorizados à exploração de jogos de apostas, cria Contribuição de Intervenção no Domínio Econômico incidente sobre a operação de hotéis-cassino (Cide Verde), altera o Decreto-Lei nº 3.688, de 3 de outubro de 1941, e as Leis nºs 9.718, de 27 de novembro de 1998, e 11.516, de 28 de agosto de 2007.",dispoe sobre  protecao ambiental   promocao  ecoturismo  unidades  conservacao atraves  gestao compartilhada  hoteiscassino autorizados  exploracao  jogos  apostas cria contribuicao  intervencao  dominio economico incidente sobre  operacao  hoteiscassino cide verde altera  decretolei n      outubro     leis n s     novembro        agosto  ,dispoe sobre protecao ambiental promocao ecoturismo unidade conservacao atraver gestao compartilhar hoteiscassino autorizar exploracao jogo aposta criar contribuicao intervencao dominio economico incidente sobre operacao hoteiscassino cidir verde altera decretolar n outubro lil n s novembro agôr, protecao ambiental promocao ecoturismo unidade conservacao atraver gestao compartilhar hoteiscassino exploracao jogo aposta contribuicao intervencao dominio economico incidente operacao hoteiscassino cidir verde altera decretolar  lil s agôr,118,4,Conservação da Natureza e Florestas,,
127472,Senador Cidinho Santos (PL/MT),2016-11-16,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que não se aplicam às obras e aos serviços executados nas faixas de domínio das rodovias e ferrovias federais e nos portos federais já implantados as sanções da Lei de Crimes Ambientais",altera  lei n      fevereiro    determinar    aplicam  obras   servicos executados  faixas  dominio  rodovias  ferrovias federais   portos federais  implantados  sancoes  lei  crimes ambientais,alterar lei n fevereiro determinar aplicar obra servico executar faixa dominio rodovia ferrovio federal porto federal implantar sancoe lar crime ambiental,  determinar aplicar obra servico executar faixa dominio rodovia ferrovio federal porto federal implantar sancoe lar crime ambiental,140,4,Conservação da Natureza e Florestas,,
131332,Senador Acir Gurgacz (PDT/RO),2017-10-24,Meio Ambiente,Institui o Programa de Restauração de Áreas Degradadas na Amazônia – Restaura Amazônia.,institui  programa  restauracao  areas degradadas  amazonia  restaura amazonia,instituir programa restauracao area degradar amazonio restaura amazonio, programa restauracao area degradar amazonio restaura amazonio,171,4,Conservação da Natureza e Florestas,,
132460,Senadora Rose de Freitas (MDB/ES),2018-03-07,Meio Ambiente,"Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para dispor que os municípios com população superior a 300.000 (trezentos mil) habitantes devem instalar e manter pelo menos uma usina de tratamento de resíduos sólidos urbanos.",altera  lei n      agosto    institui  politica nacional  residuos solidos  dispor   municipios  populacao superior   trezentos mil habitantes devem instalar  manter  menos  usina  tratamento  residuos solidos urbanos,alterar lei n agosto instituir politica nacional residuo solido dispor municipio populacao alto trezento mil habitante dever instalar manter menos usino tratamento residuo soler urbano,   politica nacional residuo solido municipio populacao alto trezento mil habitante dever instalar manter menos usino tratamento residuo soler urbano,186,4,Conservação da Natureza e Florestas,Resíduos Sólidos,
134869,Senador Cidinho Santos (PL/MT),2018-12-11,Meio Ambiente,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que não se aplicam às obras e aos serviços executados nas faixas de domínio das rodovias e ferrovias federais e nos portos federais já implantados as sanções da Lei de Crimes Ambientais",altera  lei n      fevereiro    determinar    aplicam  obras   servicos executados  faixas  dominio  rodovias  ferrovias federais   portos federais  implantados  sancoes  lei  crimes ambientais,alterar lei n fevereiro determinar aplicar obra servico executar faixa dominio rodovia ferrovio federal porto federal implantar sancoe lar crime ambiental,  determinar aplicar obra servico executar faixa dominio rodovia ferrovio federal porto federal implantar sancoe lar crime ambiental,200,4,Conservação da Natureza e Florestas,,
116460,Senador Roberto Requião (MDB/PR) e outros.,2014-03-13,Política Fundiária e Reforma Agrária,"Declara de interesse social, para fins de desapropriação destinada à reforma agrária, as áreas rurais que ladeiam os eixos rodoviários federais, os leitos das ferrovias nacionais, e as terras beneficiadas ou recuperadas por investimentos da União em obras de irrigação, drenagem, açudagem, e outras espécies de melhoramentos, que não estejam cumprindo sua função social, e dá outras providências.",declara  interesse social  fins  desapropriacao destinada  reforma agraria  areas rurais  ladeiam  eixos rodoviarios federais  leitos  ferrovias nacionais   terras beneficiadas  recuperadas  investimentos  uniao  obras  irrigacao drenagem acudagem  outras especies  melhoramentos    cumprindo  funcao social  da outras providencias,declarar interesse social fim desapropriacao destinada reforma agrazer area rural ladear eixo rodoviario federal leito ferrovio nacional terra beneficiado recuperar investimento uniao obra irrigacao drenagem acudagir outro especie melhoramento cumprir funcao social NA de o outro providencia,declarar interesse social fim desapropriacao destinada reforma agrazer area rural ladear eixo rodoviario federal leito ferrovio nacional terra beneficiado recuperar investimento uniao obra irrigacao drenagem acudagir especie melhoramento cumprir funcao social de o ,75,4,Conservação da Natureza e Florestas,Política Fundiária e Reforma Agrária,
122555,Senador Acir Gurgacz (PDT/RO),2015-08-05,Política Fundiária e Reforma Agrária,"Altera a Lei nº 11.952, de 25 de junho de 2009, para ampliar o alcance das ações de regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal.",altera  lei n      junho    ampliar  alcance  acoes  regularizacao fundiaria  ocupacoes incidentes  terras situadas  areas  uniao  ambito  amazonia legal,alterar lei n junho ampliar alcançar acoe regularizacao fundiar ocupacoe incidente terra situar area uniao ambito amazonio legal,  ampliar alcançar acoe regularizacao fundiar ocupacoe incidente terra situar area uniao ambito amazonio legal,127,4,Conservação da Natureza e Florestas,Política Fundiária e Reforma Agrária,
131523,Senador Vicentinho Alves (PL/TO),2017-11-08,Política Fundiária e Reforma Agrária,"Dispõe sobre os registros imobiliários com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelo Estado do Tocantins, referentes a imóveis rurais situados na faixa de 100 quilômetros de largura em cada lado do eixo das rodovias federais e dá outras providencias.",dispoe sobre  registros imobiliarios  origem  titulos  alienacao   concessao  terras devolutas expedidos  estado  tocantins referentes  imoveis rurais situados  faixa   quilometros  largura  cada lado  eixo  rodovias federais  da outras providencias,dispoe sobre registro imobiliario origir titulo alienacao concessao terra devoluto expedir estado tocantim referente imovel rural situar faixa quilometro largurar cada lado eixo rodovia federal NA de o outro providencia, registro imobiliario origir titulo alienacao concessao terra devoluto expedir estado tocantim referente imovel rural situar faixa quilometro largurar cada lado eixo rodovia federal de o ,169,4,Conservação da Natureza e Florestas,Política Fundiária e Reforma Agrária,
